medidor,kwh_a,delta_kwh_a,kvah_a,delta_kvah_a,tensao_a,corrente_a,kwh_b,delta_kwh_b,kvah_b,delta_kvah_b,tensao_b,corrente_b,kwh_c,delta_kwh_c,kvah_c,delta_kvah_c,tensao_c,corrente_c,temperatura,conexao_wifi,conexao_ethernet,cartao_sd,rtc,data,criado_em
Med. 2 de consumo em rede trifasica (Need),0.41331,4e-05,0.46901,7e-05,224.25,0.32,0.58459,0.00016,0.78212,0.00027,224.73,1.34,0.21903,4e-05,0.31121,8e-05,224.7,0.3,,True,False,False,True,2020-04-21 10:41:51+00:00,2020-04-21 10:42:50.069926+00:00
Med. 2 de consumo em rede trifasica (Need),0.41327,4e-05,0.46894,7e-05,224.34,0.32,0.58443,0.00016,0.78185,0.00027,225.02,1.38,0.21899,4e-05,0.31113,7e-05,224.02,0.31,,True,False,False,True,2020-04-21 10:39:21+00:00,2020-04-21 10:40:22.128112+00:00
Med. 2 de consumo em rede trifasica (Need),0.41323,3e-05,0.46887,7e-05,224.51,0.32,0.58427,0.00016,0.78158,0.00027,224.93,1.32,0.21895,4e-05,0.31106,7e-05,224.25,0.31,,True,False,False,True,2020-04-21 10:36:50+00:00,2020-04-21 10:37:51.624022+00:00
Med. 2 de consumo em rede trifasica (Need),0.4132,4e-05,0.4688,7e-05,224.57,0.32,0.58411,0.00016,0.78131,0.00026,224.82,1.36,0.21891,0.00013,0.31099,0.00018,224.03,0.84,,True,False,False,True,2020-04-21 10:34:20+00:00,2020-04-21 10:35:18.897019+00:00
Med. 2 de consumo em rede trifasica (Need),0.41316,4e-05,0.46873,7e-05,224.62,0.32,0.58395,0.00016,0.78105,0.00026,225.14,1.46,0.21878,0.00012,0.31081,0.00018,223.78,0.84,,True,False,False,True,2020-04-21 10:31:49+00:00,2020-04-21 10:32:47.956108+00:00
Med. 2 de consumo em rede trifasica (Need),0.41312,4e-05,0.46866,7e-05,225.06,0.32,0.58379,0.00018,0.78079,0.00032,224.95,1.43,0.21866,0.00013,0.31063,0.00019,223.93,0.85,,True,False,False,True,2020-04-21 10:29:16+00:00,2020-04-21 10:30:17.292149+00:00
Med. 2 de consumo em rede trifasica (Need),0.41308,4e-05,0.46859,7e-05,225.06,0.32,0.58361,0.00016,0.78047,0.00027,224.95,1.3,0.21853,0.00012,0.31044,0.00018,224.17,0.84,,True,False,False,True,2020-04-21 10:26:46+00:00,2020-04-21 10:27:44.750786+00:00
Med. 2 de consumo em rede trifasica (Need),0.41304,3e-05,0.46852,7e-05,224.95,0.32,0.58345,0.00011,0.7802,0.00022,225.11,1.11,0.21841,0.00012,0.31026,0.00018,224.04,0.84,,True,False,False,True,2020-04-21 10:24:15+00:00,2020-04-21 10:25:14.122304+00:00
Med. 2 de consumo em rede trifasica (Need),0.41301,4e-05,0.46845,7e-05,224.87,0.32,0.58334,0.00011,0.77998,0.00021,224.53,1.07,0.21829,0.00012,0.31008,0.00018,224.05,0.84,,True,False,False,True,2020-04-21 10:21:45+00:00,2020-04-21 10:22:43.477620+00:00
Med. 2 de consumo em rede trifasica (Need),0.41297,4e-05,0.46838,7e-05,224.85,0.32,0.58323,0.00011,0.77977,0.00021,224.37,1.15,0.21817,0.00013,0.3099,0.00019,224.1,0.85,,True,False,False,True,2020-04-21 10:19:14+00:00,2020-04-21 10:20:12.947103+00:00
Med. 2 de consumo em rede trifasica (Need),0.41293,4e-05,0.46831,7e-05,224.96,0.32,0.58312,0.00012,0.77956,0.00024,224.83,1.31,0.21804,0.00012,0.30971,0.00018,223.98,0.85,,True,False,False,True,2020-04-21 10:16:41+00:00,2020-04-21 10:17:43.249733+00:00
Med. 2 de consumo em rede trifasica (Need),0.41289,4e-05,0.46824,7e-05,224.67,0.32,0.583,0.00014,0.77932,0.00028,225.24,1.35,0.21792,0.00012,0.30953,0.00018,223.99,0.85,,True,False,False,True,2020-04-21 10:14:11+00:00,2020-04-21 10:15:12.122182+00:00
Med. 2 de consumo em rede trifasica (Need),0.41285,4e-05,0.46817,7e-05,224.71,0.32,0.58286,0.00018,0.77904,0.00031,225.38,1.49,0.2178,0.00013,0.30935,0.00019,223.96,0.85,,True,False,False,True,2020-04-21 10:11:40+00:00,2020-04-21 10:12:42.095936+00:00
Med. 2 de consumo em rede trifasica (Need),0.41281,4e-05,0.4681,7e-05,224.2,0.32,0.58268,0.00016,0.77873,0.00027,225.26,1.44,0.21767,0.00012,0.30916,0.00018,224.05,0.85,,True,False,False,True,2020-04-21 10:09:10+00:00,2020-04-21 10:10:11.548440+00:00
Med. 2 de consumo em rede trifasica (Need),0.41277,4e-05,0.46803,7e-05,224.59,0.32,0.58252,0.00016,0.77846,0.00027,225.61,1.47,0.21755,0.00013,0.30898,0.00019,223.99,0.85,,True,False,False,True,2020-04-21 10:06:39+00:00,2020-04-21 10:07:38.152990+00:00
Med. 2 de consumo em rede trifasica (Need),0.41273,5e-05,0.46796,9e-05,224.7,0.32,0.58236,0.00024,0.77819,0.00041,225.35,1.5,0.21742,0.00017,0.30879,0.00025,224.25,0.85,,True,False,False,True,2020-04-21 10:04:07+00:00,2020-04-21 10:05:05.789911+00:00
Med. 2 de consumo em rede trifasica (Need),0.41268,4e-05,0.46787,7e-05,224.54,0.32,0.58212,0.0002,0.77778,0.00035,225.54,1.44,0.21725,0.00013,0.30854,0.00019,223.63,0.85,,True,False,False,True,2020-04-21 10:01:33+00:00,2020-04-21 10:02:33.830189+00:00
Med. 2 de consumo em rede trifasica (Need),0.41264,4e-05,0.4678,7e-05,224.81,0.32,0.58192,0.00018,0.77743,0.00031,226.08,1.53,0.21712,0.00013,0.30835,0.00019,223.82,0.86,,True,False,False,True,2020-04-21 09:59:02+00:00,2020-04-21 10:00:03.607889+00:00
Med. 2 de consumo em rede trifasica (Need),0.4126,4e-05,0.46773,7e-05,224.86,0.32,0.58174,0.00017,0.77712,0.00028,225.86,1.46,0.21699,0.00013,0.30816,0.00019,224.59,0.85,,True,False,False,True,2020-04-21 09:56:31+00:00,2020-04-21 09:57:33.383050+00:00
Med. 2 de consumo em rede trifasica (Need),0.41256,4e-05,0.46766,7e-05,224.79,0.33,0.58157,0.00017,0.77684,0.00029,225.35,1.55,0.21686,0.00013,0.30797,0.00019,224.49,0.89,,False,False,False,True,2020-04-21 09:54:01+00:00,2020-04-21 09:54:59.986274+00:00
Med. 2 de consumo em rede trifasica (Need),0.41252,4e-05,0.46759,7e-05,224.83,0.32,0.5814,0.00018,0.77655,0.00031,225.67,1.56,0.21673,0.00013,0.30778,0.00019,224.49,0.86,,True,False,False,True,2020-04-21 09:48:58+00:00,2020-04-21 09:50:00.120592+00:00
Med. 2 de consumo em rede trifasica (Need),0.41248,4e-05,0.46752,7e-05,224.85,0.32,0.58122,0.00019,0.77624,0.00033,225.57,1.54,0.2166,0.00013,0.30759,0.00019,224.43,0.86,,True,False,False,True,2020-04-21 09:46:28+00:00,2020-04-21 09:47:29.443183+00:00
Med. 2 de consumo em rede trifasica (Need),0.41244,4e-05,0.46745,7e-05,225.0,0.32,0.58103,0.00018,0.77591,0.00031,225.41,1.49,0.21647,0.00013,0.3074,0.00019,224.17,0.87,,True,False,False,True,2020-04-21 09:43:55+00:00,2020-04-21 09:44:53.748999+00:00
Med. 2 de consumo em rede trifasica (Need),0.4124,4e-05,0.46738,7e-05,225.04,0.32,0.58085,0.00017,0.7756,0.00028,225.69,1.51,0.21634,0.00013,0.30721,0.00019,223.92,0.87,,True,False,False,True,2020-04-21 09:41:24+00:00,2020-04-21 09:42:23.222465+00:00
Med. 2 de consumo em rede trifasica (Need),0.41236,4e-05,0.46731,7e-05,224.7,0.32,0.58068,0.00019,0.77532,0.00032,225.93,1.46,0.21621,0.00013,0.30702,0.00019,224.33,0.87,,True,False,False,True,2020-04-21 09:38:54+00:00,2020-04-21 09:39:52.993860+00:00
Med. 2 de consumo em rede trifasica (Need),0.41232,4e-05,0.46724,7e-05,224.86,0.32,0.58049,0.00023,0.775,0.00049,226.05,1.64,0.21608,0.00013,0.30683,0.00019,224.27,0.84,,True,False,False,True,2020-04-21 09:36:23+00:00,2020-04-21 09:37:24.348226+00:00
Med. 2 de consumo em rede trifasica (Need),0.41228,3e-05,0.46717,7e-05,224.67,0.32,0.58026,0.00018,0.77451,0.0003,225.55,1.6,0.21595,4e-05,0.30664,7e-05,224.88,0.32,,True,False,False,True,2020-04-21 09:33:53+00:00,2020-04-21 09:34:51.732716+00:00
Med. 2 de consumo em rede trifasica (Need),0.41225,3e-05,0.4671,7e-05,224.81,0.32,0.58008,0.00022,0.77421,0.00038,225.46,1.7,0.21591,4e-05,0.30657,7e-05,224.48,0.32,,True,False,False,True,2020-04-21 09:31:20+00:00,2020-04-21 09:32:21.291639+00:00
Med. 2 de consumo em rede trifasica (Need),0.41222,4e-05,0.46703,7e-05,225.05,0.32,0.57986,0.00018,0.77383,0.00031,225.85,1.65,0.21587,4e-05,0.3065,7e-05,224.48,0.32,,True,False,False,True,2020-04-21 09:28:46+00:00,2020-04-21 09:29:46.003744+00:00
Med. 2 de consumo em rede trifasica (Need),0.41218,4e-05,0.46696,7e-05,224.71,0.32,0.57968,0.00022,0.77352,0.00039,225.82,1.68,0.21583,4e-05,0.30643,7e-05,225.07,0.31,,True,False,False,True,2020-04-21 09:26:15+00:00,2020-04-21 09:27:14.495306+00:00
Med. 2 de consumo em rede trifasica (Need),0.41214,3e-05,0.46689,7e-05,224.97,0.32,0.57946,0.00021,0.77313,0.00046,225.46,1.55,0.21579,4e-05,0.30636,7e-05,225.25,0.3,,True,False,False,True,2020-04-21 09:23:45+00:00,2020-04-21 09:24:43.775029+00:00
Med. 2 de consumo em rede trifasica (Need),0.41211,3e-05,0.46682,7e-05,224.97,0.32,0.57925,0.0002,0.77267,0.00034,225.69,1.62,0.21575,4e-05,0.30629,7e-05,224.67,0.31,,True,False,False,True,2020-04-21 09:21:14+00:00,2020-04-21 09:22:13.461528+00:00
Med. 2 de consumo em rede trifasica (Need),0.41208,5e-05,0.46675,9e-05,224.83,0.32,0.57905,0.00032,0.77233,0.00059,225.74,1.69,0.21571,5e-05,0.30622,9e-05,224.3,0.31,,True,False,False,True,2020-04-21 09:18:41+00:00,2020-04-21 09:19:40.540530+00:00
Med. 2 de consumo em rede trifasica (Need),0.41203,4e-05,0.46666,7e-05,224.81,0.32,0.57873,0.00023,0.77174,0.00049,225.05,1.71,0.21566,4e-05,0.30613,7e-05,224.74,0.31,,True,False,False,True,2020-04-21 09:13:35+00:00,2020-04-21 09:14:34.310746+00:00
Med. 2 de consumo em rede trifasica (Need),0.41199,3e-05,0.46659,7e-05,224.66,0.32,0.5785,0.00022,0.77125,0.00039,225.14,1.59,0.21562,4e-05,0.30606,8e-05,224.44,0.31,,True,False,False,True,2020-04-21 09:11:05+00:00,2020-04-21 09:12:06.399169+00:00
Med. 2 de consumo em rede trifasica (Need),0.41196,4e-05,0.46652,7e-05,224.95,0.32,0.57828,0.00018,0.77086,0.00031,225.35,1.55,0.21558,4e-05,0.30598,7e-05,224.6,0.31,,True,False,False,True,2020-04-21 09:08:34+00:00,2020-04-21 09:09:36.177912+00:00
Med. 2 de consumo em rede trifasica (Need),0.41192,4e-05,0.46645,7e-05,224.77,0.32,0.5781,0.00021,0.77055,0.00037,225.4,1.59,0.21554,4e-05,0.30591,7e-05,224.97,0.32,,True,False,False,True,2020-04-21 09:06:05+00:00,2020-04-21 09:07:06.441804+00:00
Med. 2 de consumo em rede trifasica (Need),0.41188,4e-05,0.46638,7e-05,224.58,0.32,0.57789,0.00016,0.77018,0.00032,225.39,1.63,0.2155,4e-05,0.30584,7e-05,224.86,0.32,,True,False,False,True,2020-04-21 09:03:31+00:00,2020-04-21 09:04:32.330228+00:00
Med. 2 de consumo em rede trifasica (Need),0.41184,4e-05,0.46631,7e-05,224.51,0.32,0.57773,0.00017,0.76986,0.0003,225.53,1.61,0.21546,4e-05,0.30577,7e-05,224.17,0.33,,True,False,False,True,2020-04-21 09:01:00+00:00,2020-04-21 09:02:02.006896+00:00
Med. 2 de consumo em rede trifasica (Need),0.4118,4e-05,0.46624,7e-05,224.44,0.32,0.57756,0.00022,0.76956,0.0004,225.31,1.59,0.21542,4e-05,0.3057,7e-05,224.51,0.33,,True,False,False,True,2020-04-21 08:58:30+00:00,2020-04-21 08:59:28.872030+00:00
Med. 2 de consumo em rede trifasica (Need),0.41176,4e-05,0.46617,7e-05,224.43,0.32,0.57734,0.00018,0.76916,0.0003,225.25,1.44,0.21538,4e-05,0.30563,7e-05,224.66,0.32,,True,False,False,True,2020-04-21 08:55:59+00:00,2020-04-21 08:56:58.332412+00:00
Med. 2 de consumo em rede trifasica (Need),0.41172,4e-05,0.4661,7e-05,224.92,0.32,0.57716,0.00018,0.76886,0.0003,225.33,1.48,0.21534,4e-05,0.30556,7e-05,224.56,0.32,,True,False,False,True,2020-04-21 08:53:29+00:00,2020-04-21 08:54:27.915320+00:00
Med. 2 de consumo em rede trifasica (Need),0.41168,4e-05,0.46603,7e-05,224.86,0.32,0.57698,0.00019,0.76856,0.00033,225.56,1.38,0.2153,4e-05,0.30549,7e-05,224.48,0.32,,True,False,False,True,2020-04-21 08:50:56+00:00,2020-04-21 08:51:57.151107+00:00
Med. 2 de consumo em rede trifasica (Need),0.41164,4e-05,0.46596,7e-05,224.5,0.32,0.57679,0.00017,0.76823,0.00061,225.32,1.4,0.21526,4e-05,0.30542,7e-05,224.41,0.33,,True,False,False,True,2020-04-21 08:48:25+00:00,2020-04-21 08:49:25.008931+00:00
Med. 2 de consumo em rede trifasica (Need),0.4116,4e-05,0.46589,7e-05,224.6,0.32,0.57662,0.00016,0.76762,0.00027,225.14,1.39,0.21522,4e-05,0.30535,7e-05,224.45,0.32,,True,False,False,True,2020-04-21 08:45:55+00:00,2020-04-21 08:46:56.169234+00:00
Med. 2 de consumo em rede trifasica (Need),0.41156,4e-05,0.46582,7e-05,224.42,0.32,0.57646,0.00016,0.76735,0.00026,225.44,1.32,0.21518,4e-05,0.30528,7e-05,223.71,0.34,,True,False,False,True,2020-04-21 08:43:21+00:00,2020-04-21 08:44:20.347923+00:00
Med. 2 de consumo em rede trifasica (Need),0.41152,4e-05,0.46575,7e-05,224.82,0.32,0.5763,0.00019,0.76709,0.00033,225.05,1.39,0.21514,4e-05,0.30521,7e-05,223.28,0.33,,True,False,False,True,2020-04-21 08:40:47+00:00,2020-04-21 08:41:46.339991+00:00
Med. 2 de consumo em rede trifasica (Need),0.41148,4e-05,0.46568,7e-05,224.33,0.32,0.57611,0.00016,0.76676,0.0003,225.35,1.38,0.2151,4e-05,0.30514,7e-05,223.39,0.32,,True,False,False,True,2020-04-21 08:38:15+00:00,2020-04-21 08:39:14.271298+00:00
Med. 2 de consumo em rede trifasica (Need),0.41144,3e-05,0.46561,7e-05,224.16,0.32,0.57595,0.00017,0.76646,0.00038,224.99,1.35,0.21506,4e-05,0.30507,7e-05,223.71,0.32,,True,False,False,True,2020-04-21 08:35:41+00:00,2020-04-21 08:36:40.157775+00:00
Med. 2 de consumo em rede trifasica (Need),0.41141,3e-05,0.46554,7e-05,224.31,0.32,0.57578,0.00015,0.76608,0.00026,224.94,1.33,0.21502,4e-05,0.305,8e-05,223.42,0.33,,True,False,False,True,2020-04-21 08:33:07+00:00,2020-04-21 08:34:07.124179+00:00
Med. 2 de consumo em rede trifasica (Need),0.41138,3e-05,0.46547,7e-05,224.24,0.32,0.57563,0.0002,0.76582,0.00066,225.04,1.4,0.21498,4e-05,0.30492,7e-05,222.98,0.33,,True,False,False,True,2020-04-21 08:30:33+00:00,2020-04-21 08:31:32.668393+00:00
Med. 2 de consumo em rede trifasica (Need),0.41135,3e-05,0.4654,7e-05,223.85,0.32,0.57543,0.00016,0.76516,0.00027,224.78,1.4,0.21494,4e-05,0.30485,7e-05,223.19,0.33,,True,False,False,True,2020-04-21 08:28:00+00:00,2020-04-21 08:29:01.668085+00:00
Med. 2 de consumo em rede trifasica (Need),0.41132,4e-05,0.46533,7e-05,223.62,0.32,0.57527,0.00016,0.76489,0.00026,224.62,1.39,0.2149,4e-05,0.30478,7e-05,223.07,0.32,,True,False,False,True,2020-04-21 08:25:26+00:00,2020-04-21 08:26:27.526808+00:00
Med. 2 de consumo em rede trifasica (Need),0.41128,4e-05,0.46526,7e-05,223.15,0.32,0.57511,0.0002,0.76463,0.00044,224.88,1.45,0.21486,4e-05,0.30471,7e-05,223.28,0.32,,True,False,False,True,2020-04-21 08:22:53+00:00,2020-04-21 08:23:55.378245+00:00
Med. 2 de consumo em rede trifasica (Need),0.41124,4e-05,0.46519,7e-05,223.34,0.32,0.57491,0.00016,0.76419,0.00027,224.47,1.41,0.21482,4e-05,0.30464,7e-05,223.23,0.33,,True,False,False,True,2020-04-21 08:20:19+00:00,2020-04-21 08:21:21.734313+00:00
Med. 2 de consumo em rede trifasica (Need),0.4112,3e-05,0.46512,7e-05,223.6,0.32,0.57475,0.00016,0.76392,0.00026,223.51,1.34,0.21478,4e-05,0.30457,7e-05,223.52,0.33,,True,False,False,True,2020-04-21 08:17:49+00:00,2020-04-21 08:18:50.923568+00:00
Med. 2 de consumo em rede trifasica (Need),0.41117,3e-05,0.46505,7e-05,223.54,0.32,0.57459,0.00015,0.76366,0.00025,223.71,1.32,0.21474,4e-05,0.3045,7e-05,223.38,0.31,,True,False,False,True,2020-04-21 08:15:15+00:00,2020-04-21 08:16:14.515925+00:00
Med. 2 de consumo em rede trifasica (Need),0.41114,4e-05,0.46498,7e-05,223.43,0.32,0.57444,0.00018,0.76341,0.00041,223.6,1.35,0.2147,4e-05,0.30443,7e-05,223.25,0.31,,True,False,False,True,2020-04-21 08:12:41+00:00,2020-04-21 08:13:40.704827+00:00
Med. 2 de consumo em rede trifasica (Need),0.4111,5e-05,0.46491,9e-05,223.59,0.32,0.57426,0.00022,0.763,0.00037,223.66,1.42,0.21466,5e-05,0.30436,0.0001,223.49,0.31,,True,False,False,True,2020-04-21 08:10:09+00:00,2020-04-21 08:11:10.841218+00:00
Med. 2 de consumo em rede trifasica (Need),0.41105,3e-05,0.46482,7e-05,223.54,0.32,0.57404,0.00016,0.76263,0.00026,224.03,1.47,0.21461,4e-05,0.30426,7e-05,223.31,0.32,,True,False,False,True,2020-04-21 08:07:35+00:00,2020-04-21 08:08:34.569734+00:00
Med. 2 de consumo em rede trifasica (Need),0.41102,3e-05,0.46475,7e-05,223.46,0.32,0.57388,0.00018,0.76237,0.0003,224.19,1.33,0.21457,4e-05,0.30419,7e-05,223.25,0.32,,True,False,False,True,2020-04-21 08:05:01+00:00,2020-04-21 08:06:03.315280+00:00
Med. 2 de consumo em rede trifasica (Need),0.41099,4e-05,0.46468,7e-05,223.66,0.32,0.5737,0.00017,0.76207,0.00027,224.04,1.33,0.21453,4e-05,0.30412,7e-05,223.24,0.32,,True,False,False,True,2020-04-21 08:02:28+00:00,2020-04-21 08:03:29.608818+00:00
Med. 2 de consumo em rede trifasica (Need),0.41095,3e-05,0.46461,7e-05,223.68,0.32,0.57353,0.00018,0.7618,0.0003,223.87,1.31,0.21449,4e-05,0.30405,7e-05,223.28,0.32,,True,False,False,True,2020-04-21 07:59:54+00:00,2020-04-21 08:00:53.414296+00:00
Med. 2 de consumo em rede trifasica (Need),0.41092,3e-05,0.46454,7e-05,223.35,0.32,0.57335,0.00017,0.7615,0.00029,224.04,1.36,0.21445,4e-05,0.30398,7e-05,223.51,0.31,,True,False,False,True,2020-04-21 07:57:20+00:00,2020-04-21 07:58:19.986630+00:00
Med. 2 de consumo em rede trifasica (Need),0.41089,3e-05,0.46447,7e-05,223.52,0.32,0.57318,0.00016,0.76121,0.00027,223.82,1.34,0.21441,4e-05,0.30391,7e-05,223.3,0.32,,True,False,False,True,2020-04-21 07:54:48+00:00,2020-04-21 07:55:50.121252+00:00
Med. 2 de consumo em rede trifasica (Need),0.41086,4e-05,0.4644,7e-05,223.61,0.32,0.57302,0.00019,0.76094,0.00043,223.95,1.41,0.21437,4e-05,0.30384,7e-05,223.1,0.32,,True,False,False,True,2020-04-21 07:52:14+00:00,2020-04-21 07:53:13.424167+00:00
Med. 2 de consumo em rede trifasica (Need),0.41082,3e-05,0.46433,7e-05,223.77,0.32,0.57283,0.00015,0.76051,0.00027,224.26,1.36,0.21433,4e-05,0.30377,7e-05,222.67,0.33,,True,False,False,True,2020-04-21 07:49:41+00:00,2020-04-21 07:50:42.634480+00:00
Med. 2 de consumo em rede trifasica (Need),0.41079,4e-05,0.46426,7e-05,223.82,0.32,0.57268,0.00016,0.76024,0.00026,223.83,1.33,0.21429,4e-05,0.3037,7e-05,222.85,0.33,,True,False,False,True,2020-04-21 07:47:07+00:00,2020-04-21 07:48:08.876179+00:00
Med. 2 de consumo em rede trifasica (Need),0.41075,3e-05,0.46419,7e-05,223.28,0.33,0.57252,0.00016,0.75998,0.00027,223.88,1.35,0.21425,4e-05,0.30363,7e-05,223.21,0.36,,False,False,False,True,2020-04-21 07:44:33+00:00,2020-04-21 07:45:35.761143+00:00
Med. 2 de consumo em rede trifasica (Need),0.41072,4e-05,0.46412,7e-05,223.57,0.32,0.57236,0.00017,0.75971,0.00032,224.04,1.33,0.21421,4e-05,0.30356,7e-05,222.98,0.32,,True,False,False,True,2020-04-21 07:39:28+00:00,2020-04-21 07:40:27.253864+00:00
Med. 2 de consumo em rede trifasica (Need),0.41068,3e-05,0.46405,7e-05,223.39,0.32,0.57219,0.00017,0.75939,0.00027,224.07,1.33,0.21417,4e-05,0.30349,7e-05,223.07,0.32,,True,False,False,True,2020-04-21 07:36:54+00:00,2020-04-21 07:37:54.137923+00:00
Med. 2 de consumo em rede trifasica (Need),0.41065,3e-05,0.46398,7e-05,223.44,0.32,0.57202,0.00016,0.75912,0.00026,224.11,1.33,0.21413,4e-05,0.30342,7e-05,223.1,0.32,,True,False,False,True,2020-04-21 07:34:24+00:00,2020-04-21 07:35:23.065726+00:00
Med. 2 de consumo em rede trifasica (Need),0.41062,3e-05,0.46391,7e-05,223.45,0.32,0.57186,0.00017,0.75886,0.0003,224.03,1.31,0.21409,4e-05,0.30335,7e-05,222.83,0.32,,True,False,False,True,2020-04-21 07:29:18+00:00,2020-04-21 07:30:17.601396+00:00
Med. 2 de consumo em rede trifasica (Need),0.41059,3e-05,0.46384,7e-05,223.64,0.32,0.57169,0.00017,0.75856,0.00037,224.16,1.39,0.21405,4e-05,0.30328,8e-05,223.09,0.32,,True,False,False,True,2020-04-21 07:26:44+00:00,2020-04-21 07:27:43.754119+00:00
Med. 2 de consumo em rede trifasica (Need),0.41056,4e-05,0.46377,7e-05,223.46,0.32,0.57152,0.00018,0.75819,0.00043,224.48,1.38,0.21401,4e-05,0.3032,7e-05,223.26,0.32,,True,False,False,True,2020-04-21 07:24:14+00:00,2020-04-21 07:25:13.346269+00:00
Med. 2 de consumo em rede trifasica (Need),0.41052,4e-05,0.4637,7e-05,223.55,0.32,0.57134,0.00016,0.75776,0.00027,224.42,1.36,0.21397,4e-05,0.30313,7e-05,222.67,0.32,,True,False,False,True,2020-04-21 07:21:43+00:00,2020-04-21 07:22:45.604159+00:00
Med. 2 de consumo em rede trifasica (Need),0.41048,4e-05,0.46363,7e-05,223.55,0.32,0.57118,0.00016,0.75749,0.00026,224.26,1.33,0.21393,4e-05,0.30306,7e-05,223.02,0.33,,True,False,False,True,2020-04-21 07:19:13+00:00,2020-04-21 07:20:14.383893+00:00
Med. 2 de consumo em rede trifasica (Need),0.41044,3e-05,0.46356,7e-05,223.98,0.32,0.57102,0.00017,0.75723,0.00031,224.4,1.33,0.21389,4e-05,0.30299,7e-05,222.79,0.32,,True,False,False,True,2020-04-21 07:16:40+00:00,2020-04-21 07:17:42.185459+00:00
Med. 2 de consumo em rede trifasica (Need),0.41041,3e-05,0.46349,7e-05,224.04,0.32,0.57085,0.00018,0.75692,0.0003,224.9,1.38,0.21385,4e-05,0.30292,7e-05,222.5,0.32,,True,False,False,True,2020-04-21 07:14:09+00:00,2020-04-21 07:15:09.268725+00:00
Med. 2 de consumo em rede trifasica (Need),0.41038,3e-05,0.46342,7e-05,223.39,0.32,0.57067,0.00016,0.75662,0.00027,224.71,1.37,0.21381,4e-05,0.30285,7e-05,222.64,0.32,,True,False,False,True,2020-04-21 07:11:39+00:00,2020-04-21 07:12:41.522320+00:00
Med. 2 de consumo em rede trifasica (Need),0.41035,3e-05,0.46335,7e-05,223.34,0.32,0.57051,0.00016,0.75635,0.00027,224.68,1.34,0.21377,4e-05,0.30278,7e-05,222.97,0.33,,True,False,False,True,2020-04-21 07:09:09+00:00,2020-04-21 07:10:08.019607+00:00
Med. 2 de consumo em rede trifasica (Need),0.41032,3e-05,0.46328,7e-05,223.45,0.32,0.57035,0.00015,0.75608,0.00026,225.22,1.3,0.21373,4e-05,0.30271,7e-05,222.28,0.32,,True,False,False,True,2020-04-21 07:06:35+00:00,2020-04-21 07:07:36.667825+00:00
Med. 2 de consumo em rede trifasica (Need),0.41029,3e-05,0.46321,7e-05,223.22,0.32,0.5702,0.00014,0.75582,0.00023,225.35,1.45,0.21369,4e-05,0.30264,9e-05,222.57,0.33,,True,False,False,True,2020-04-21 07:04:02+00:00,2020-04-21 07:05:03.997611+00:00
Med. 2 de consumo em rede trifasica (Need),0.41026,4e-05,0.46314,7e-05,223.56,0.32,0.57006,0.00017,0.75559,0.00029,224.79,1.36,0.21365,4e-05,0.30255,7e-05,222.22,0.32,,True,False,False,True,2020-04-21 07:01:32+00:00,2020-04-21 07:02:31.212075+00:00
Med. 2 de consumo em rede trifasica (Need),0.41022,3e-05,0.46307,7e-05,223.74,0.32,0.56989,0.00018,0.7553,0.00031,224.65,1.36,0.21361,4e-05,0.30248,7e-05,222.07,0.33,,True,False,False,True,2020-04-21 06:59:01+00:00,2020-04-21 07:00:03.581070+00:00
Med. 2 de consumo em rede trifasica (Need),0.41019,3e-05,0.463,7e-05,223.53,0.32,0.56971,0.00016,0.75499,0.00027,224.89,1.35,0.21357,4e-05,0.30241,7e-05,222.44,0.32,,True,False,False,True,2020-04-21 06:56:31+00:00,2020-04-21 06:57:32.909249+00:00
Med. 2 de consumo em rede trifasica (Need),0.41016,4e-05,0.46293,7e-05,223.34,0.32,0.56955,0.00016,0.75472,0.00027,224.59,1.46,0.21353,4e-05,0.30234,0.0001,222.95,0.33,,True,False,False,True,2020-04-21 06:54:00+00:00,2020-04-21 06:55:02.907694+00:00
Med. 2 de consumo em rede trifasica (Need),0.41012,5e-05,0.46286,9e-05,223.38,0.32,0.56939,0.00024,0.75445,0.0004,224.84,1.4,0.21349,5e-05,0.30224,9e-05,222.84,0.33,,True,False,False,True,2020-04-21 06:51:28+00:00,2020-04-21 06:52:29.910441+00:00
Med. 2 de consumo em rede trifasica (Need),0.41007,3e-05,0.46277,7e-05,223.36,0.32,0.56915,0.00016,0.75405,0.00026,225.06,1.34,0.21344,4e-05,0.30215,7e-05,222.88,0.33,,True,False,False,True,2020-04-21 06:48:57+00:00,2020-04-21 06:49:57.030509+00:00
Med. 2 de consumo em rede trifasica (Need),0.41004,3e-05,0.4627,7e-05,223.44,0.32,0.56899,0.00014,0.75379,0.00022,224.79,1.38,0.2134,4e-05,0.30208,7e-05,223.02,0.32,,True,False,False,True,2020-04-21 06:46:27+00:00,2020-04-21 06:47:29.260371+00:00
